time,Counter-Strike: Global Offensive,Dota 2,PLAYERUNKNOWN'S BATTLEGROUNDS,Fall Guys,Grand Theft Auto V,Tom Clancy's Rainbow Six Siege,Football Manager 2020,Source SDK Base 2013 Multiplayer,Team Fortress 2,Destiny 2,Warframe,ARK: Survival Evolved,Rust,Monster Hunter: World,Dead by Daylight,NBA 2K20,Wallpaper Engine,Sid Meier's Civilization VI,Rocket League,Risk of Rain 2,7 Days to Die,Terraria,Garry's Mod,Euro Truck Simulator 2,Factorio,PAYDAY 2,Hearts of Iron IV,Among Us,Total War: WARHAMMER II,The Elder Scrolls Online,Cities: Skylines,Microsoft Flight Simulator,Farming Simulator 19,The Elder Scrolls V: Skyrim Special Edition,The Witcher 3: Wild Hunt,Sid Meier's Civilization V,War Thunder,Don't Starve Together,Europa Universalis IV,Unturned,RimWorld,FINAL FANTASY XIV Online,Red Dead Redemption 2,Stardew Valley,DayZ,Dying Light,Horizon Zero Dawn,Fallout 4,World of Tanks Blitz,Path of Exile
2020-08-23 00:00:00,"893,296","656,593","390,190","172,213","140,150","101,322","90,139","92,721","92,704","75,951","67,091","64,887","71,164","56,600","54,750","47,842","47,424","45,827","63,920","43,058","33,833","34,289","38,714","32,914","32,507","37,424","30,688","41,192","27,598","31,917","25,458","31,385","24,699","25,875","23,216","25,358","33,011","22,417","22,270","22,816","21,844","32,645","20,271","20,971","20,876","18,737","18,682","19,672","18,056","20,900"
